Domain	Phylum	Class	Order	Family	Genus	Species
ref_mOTU_v2_3497	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	candidatus Phaeomarinobacter	candidatus Phaeomarinobacter ectocarpi
meta_mOTU_v2_5690	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unknown Sphingomonadaceae	unknown Sphingomonadaceae
meta_mOTU_v2_5892	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unknown Sphingomonadaceae	unknown Sphingomonadaceae
ref_mOTU_v2_4393	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Citromicrobium	Citromicrobium sp. JLT1363
ref_mOTU_v2_4794	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Citromicrobium	Citromicrobium bathyomarinum
ref_mOTU_v2_3943	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter litoralis
ref_mOTU_v2_2781	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Porphyrobacter sp. AAP82
ref_mOTU_v2_2098	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Porphyrobacter cryptus
ref_mOTU_v2_3553	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Porphyrobacter sp. HL-46
ref_mOTU_v2_3811	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter sp. NAP1
ref_mOTU_v2_1651	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter longus
ref_mOTU_v2_4114	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter sp. JL475
ref_mOTU_v2_4183	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter litoralis
meta_mOTU_v2_5830	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	unknown Erythrobacter
meta_mOTU_v2_6621	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	unknown Erythrobacter
ref_mOTU_v2_3698	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter sp. SD-21
ref_mOTU_v2_3903	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter vulgaris
meta_mOTU_v2_5436	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	unknown Erythrobacter
meta_mOTU_v2_6320	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Croceicoccus	Croceicoccus marinus
ref_mOTU_v2_1760	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium lindaniclasticum
ref_mOTU_v2_3690	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium resinovorum
ref_mOTU_v2_2295	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp. AP12
ref_mOTU_v2_4497	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp. Rr 2-17
ref_mOTU_v2_0322	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium pentaromativorans [C]
ref_mOTU_v2_2077	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium acidiphilum
ref_mOTU_v2_1540	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium nitrogenifigens
ref_mOTU_v2_3881	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium aromaticivorans
ref_mOTU_v2_2588	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium tardaugens
ref_mOTU_v2_1828	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. LC363
ref_mOTU_v2_3600	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. LC81
ref_mOTU_v2_3981	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis alaskensis
ref_mOTU_v2_2406	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. MC1
ref_mOTU_v2_3650	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. MWB1
ref_mOTU_v2_3668	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. 35-24ZXX
ref_mOTU_v2_2779	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	Blastomonas sp. AAP53
ref_mOTU_v2_3373	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	Blastomonas sp. CACIA14H2
ref_mOTU_v2_2157	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis baekryungensis
ref_mOTU_v2_4638	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. SYK-6
ref_mOTU_v2_1804	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium baderi
ref_mOTU_v2_1087	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. [C chinhatense/indicum/japonicum/lucknowense]
ref_mOTU_v2_4297	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium chlorophenolicum
ref_mOTU_v2_4806	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium chlorophenolicum
ref_mOTU_v2_1671	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium barthaii
ref_mOTU_v2_3070	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. YL23
ref_mOTU_v2_1024	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae gen. [C Sphingobium/Shingomonas]	Sphingomonadaceae sp. [C Sphingobium quisquiliarum/Sphingobium sp. DC-2/Shingomonas paucimobilis]
ref_mOTU_v2_2589	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium herbicidovorans
ref_mOTU_v2_3107	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium ummariense
ref_mOTU_v2_3628	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. ba1
ref_mOTU_v2_3507	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. Ant17
ref_mOTU_v2_0744	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium xenophagum
ref_mOTU_v2_3953	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. SKA58
ref_mOTU_v2_3061	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium lactosutens
ref_mOTU_v2_2532	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. C100
ref_mOTU_v2_0291	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium yanoikuyae
ref_mOTU_v2_2296	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. AP49
ref_mOTU_v2_0086	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas paucimobilis [C]
ref_mOTU_v2_2590	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas parapaucimobilis
ref_mOTU_v2_3676	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas taxi
ref_mOTU_v2_3540	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. RIT328
ref_mOTU_v2_0328	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas melonis
ref_mOTU_v2_0194	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. [C Ant20/FUKUSWIS1]
ref_mOTU_v2_4642	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Mn802worker
ref_mOTU_v2_1738	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas phyllosphaerae
ref_mOTU_v2_1737	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas phyllosphaerae
ref_mOTU_v2_3449	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. UNC305MFCol5.2
ref_mOTU_v2_3741	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. ATCC 31555
ref_mOTU_v2_1715	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas elodea
ref_mOTU_v2_1800	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. PAMC 26605
ref_mOTU_v2_1799	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas echinoides
ref_mOTU_v2_0401	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. [C PAMC 26617/PAMC 26621]
ref_mOTU_v2_3677	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. 37zxx
ref_mOTU_v2_4901	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. MM-1
ref_mOTU_v2_1587	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. KC8
ref_mOTU_v2_3696	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas wittichii
ref_mOTU_v2_1070	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas wittichii [C]
ref_mOTU_v2_4795	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. PR090111-T3T-6A
ref_mOTU_v2_4557	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
ref_mOTU_v2_0749	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
ref_mOTU_v2_2156	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sanxanigenens
ref_mOTU_v2_2155	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas astaxanthinifaciens
ref_mOTU_v2_2697	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria order incertae sedis	Alphaproteobacteria fam. incertae sedis	Alphaproteobacteria gen. incertae sedis	alpha proteobacterium JLT2015
ref_mOTU_v2_2780	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	Sandarakinorhabdus sp. AAP62
ref_mOTU_v2_2145	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	Sandarakinorhabdus limnophila
ref_mOTU_v2_0497	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	Kordiimonas gwangyangensis
ref_mOTU_v2_3568	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria order incertae sedis	Alphaproteobacteria fam. incertae sedis	Alphaproteobacteria gen. incertae sedis	alpha proteobacterium Q-1
meta_mOTU_v2_7387	Bacteria	Proteobacteria	Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria
meta_mOTU_v2_5465	Bacteria	Proteobacteria	Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria
meta_mOTU_v2_5790	Bacteria	Proteobacteria	Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria
meta_mOTU_v2_6710	Bacteria	Proteobacteria	Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria
meta_mOTU_v2_6831	Bacteria	Proteobacteria	Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria
meta_mOTU_v2_5447	Bacteria	Proteobacteria	Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria
meta_mOTU_v2_7676	Bacteria	Proteobacteria	Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria
meta_mOTU_v2_6649	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	unknown Azospirillum
meta_mOTU_v2_6063	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	unknown Acetobacter
meta_mOTU_v2_7674	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	unknown Azospirillum
meta_mOTU_v2_6527	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	unknown Azospirillum
meta_mOTU_v2_7737	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	unknown Azospirillum
meta_mOTU_v2_7608	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	unknown Azospirillum
meta_mOTU_v2_5386	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum sp. CAG:239
meta_mOTU_v2_5652	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum sp. 51_20
ref_mOTU_v2_3822	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales fam. incertae sedis	Caedibacter	candidatus Caedibacter acanthamoebae
meta_mOTU_v2_7222	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	unknown Rhodospirillales	unknown Rhodospirillales	unknown Rhodospirillales
meta_mOTU_v2_6566	Bacteria	Proteobacteria	Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria
meta_mOTU_v2_6040	Bacteria	Proteobacteria	Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria
meta_mOTU_v2_6498	Bacteria	Proteobacteria	Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria	unknown Alphaproteobacteria
ref_mOTU_v2_4996	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria order incertae sedis	Alphaproteobacteria fam. incertae sedis	Micavibrio	Micavibrio aeruginosavorus
ref_mOTU_v2_4053	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria order incertae sedis	Alphaproteobacteria fam. incertae sedis	Micavibrio	Micavibrio aeruginosavorus
ref_mOTU_v2_4916	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas diminuta
ref_mOTU_v2_1895	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas naejangsanensis
ref_mOTU_v2_1613	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas diminuta
ref_mOTU_v2_4585	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas naejangsanensis
ref_mOTU_v2_2648	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria order incertae sedis	Alphaproteobacteria fam. incertae sedis	Alphaproteobacteria gen. incertae sedis	alpha proteobacterium L41A
ref_mOTU_v2_4144	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp. BAL3
ref_mOTU_v2_4650	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas subvibrioides
ref_mOTU_v2_1894	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas bacteroides
ref_mOTU_v2_3218	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas abyssalis
ref_mOTU_v2_1893	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas aveniformis
ref_mOTU_v2_2909	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis sp. YBE204
ref_mOTU_v2_4539	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis excentricus
ref_mOTU_v2_2906	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis sp. AC460
ref_mOTU_v2_4862	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis biprosthecium
ref_mOTU_v2_2907	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis sp. AC402
ref_mOTU_v2_2908	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis sp. AC466
ref_mOTU_v2_0450	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis benevestitus
ref_mOTU_v2_1483	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter henricii
ref_mOTU_v2_2976	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. URHA0033
ref_mOTU_v2_3441	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. UNC358MFTsu5.1
ref_mOTU_v2_4081	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. K31
ref_mOTU_v2_4816	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter henricii
ref_mOTU_v2_1290	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides
ref_mOTU_v2_2948	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides
ref_mOTU_v2_4377	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter segnis
ref_mOTU_v2_4278	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium zucineum
ref_mOTU_v2_3185	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacteraceae gen. incertae sedis	Caulobacteraceae bacterium PMMR1
ref_mOTU_v2_4159	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis	Maricaulis maris
ref_mOTU_v2_2078	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Oceanicaulis	Oceanicaulis alexandrii
ref_mOTU_v2_3947	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Oceanicaulis	Oceanicaulis sp. HTCC2633
ref_mOTU_v2_3552	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Oceanicaulis	Oceanicaulis sp. HL-87
ref_mOTU_v2_2216	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Woodsholea	Woodsholea maritima
ref_mOTU_v2_2360	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Euryhalocaulis	Euryhalocaulis caribicus
ref_mOTU_v2_4562	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hirschia	Hirschia baltica
ref_mOTU_v2_4477	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hirschia	Hirschia maritima
meta_mOTU_v2_6723	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Ponticaulis	Ponticaulis koreensis
meta_mOTU_v2_6236	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Ponticaulis	Ponticaulis koreensis
ref_mOTU_v2_4478	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Ponticaulis	Ponticaulis koreensis
meta_mOTU_v2_7484	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Ponticaulis	Ponticaulis koreensis
ref_mOTU_v2_2904	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas polymorpha
ref_mOTU_v2_0983	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas neptunium
ref_mOTU_v2_2900	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas adhaerens
ref_mOTU_v2_2902	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas jannaschiana
ref_mOTU_v2_2896	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp. CY54-11-8
ref_mOTU_v2_2533	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp. L-53-1-40
ref_mOTU_v2_2899	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas atlantica
ref_mOTU_v2_2897	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas beringensis
ref_mOTU_v2_2895	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp. T16B2
ref_mOTU_v2_2901	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas johnsonii
ref_mOTU_v2_2903	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas oceanitis
ref_mOTU_v2_2898	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas chukchiensis
ref_mOTU_v2_2008	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Henriciella	Henriciella marina
meta_mOTU_v2_7150	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Henriciella	unknown Henriciella
